Organization Name,Organization Name URL,Estimated Revenue Range,Industries,CB Rank (Company),Description,Operating Status,Founded Date,Company Type,Exit Date,Twitter,Number of Articles,Hub Tags,Number of Lead Investments,LinkedIn,Actively Hiring,Facebook,Investor Type,Number of Sub-Orgs,Contact Email,Investment Stage,Number of Investments,Headquarters Location,Phone Number,Full Description,Number of Exits (IPO),Website,Number of Portfolio Organizations,Industry Groups,Number of Exits,Last Funding Type,Number of Employees,Funding Status,Number of Founders,Last Funding Date,Last Equity Funding Type,Number of Funding Rounds,Valuation at IPO (in USD),Last Funding Amount (in USD),Last Equity Funding Amount (in USD),Total Equity Funding Amount (in USD),Total Funding Amount (in USD),Acquisition Status,Number of Lead Investors,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Type,Price (in USD),Announced Date,Money Raised at IPO (in USD),IPO Status,Last Layoff Mention Date,Growth Category,Last Leadership Hiring Date,IPO Date,Numeric Revenue Range,IPO Date - Founded Date,Exit Date - Founding Date,IPO Date - Last_Funding_Date,Valuation_at_IPO / Last_Funding,Valuation_at_IPO_per_Last_Equity_Funding,Valuation_at_IPO / Total_Funding,Valuation_at_IPO / Total_Equity_Funding,Money_Raised_at_IPO / Last_Funding,Money_Raised_at_IPO / Last_Equity_Funding,Money_Raised_at_IPO / Total_Funding,Money_Raised_at_IPO / Total_Equity_Funding,Total funding amount / number of employees,Numeric revenue range / number of employees,Last funding amount / number of employees,Last funding amount / ( ipo - founded date ),Total funding amount / (ipo - founded date),Number of funding rounds / (ipo - founde date),Numeric revenue amount / total number of employees * (IPO - founded date),ind_update,narrowed_industry,,Organization Name.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Number of Articles.1,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Number of Investments.1,Unnamed: 22,Unnamed: 23,Unnamed: 24,Number of Exits (IPO).1,Unnamed: 26,Number of Portfolio Organizations.1,Unnamed: 28,Number of Exits.1,Unnamed: 30,Number of Employees.1,Unnamed: 32,Number of Founders.1,Unnamed: 34,Unnamed: 35,Number of Funding Rounds.1,Valuation at IPO (in USD).1,Last Funding Amount (in USD).1,Last Equity Funding Amount (in USD).1,Total Equity Funding Amount (in USD).1,Total Funding Amount (in USD).1,Unnamed: 42,Number of Lead Investors.1,Unnamed: 44,Unnamed: 45,Number of Acquisitions.1,Unnamed: 47,Unnamed: 48,Unnamed: 49,Money Raised at IPO (in USD).1,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Adjusted Valuation According to Inflation,Numerical Revenue Range,IPO Date - Founded Date.1,Exit Date - Founding Date.1,IPO Date - Last_Funding_Date.1,Valuation_at_IPO / Last_Funding.1,Valuation_at_IPO_per_Last_Equity_Funding.1,Valuation_at_IPO / Total_Funding.1,Valuation_at_IPO / Total_Equity_Funding.1,Money_Raised_at_IPO / Last_Funding.1,Money_Raised_at_IPO / Last_Equity_Funding.1,Money_Raised_at_IPO / Total_Funding.1,Money_Raised_at_IPO / Total_Equity_Funding.1,Total funding amount / number of employees.1,Numeric revenue range / number of employees.1,Last funding amount / number of employees.1,Last funding amount / ( ipo - founded date ).1,Total funding amount / (ipo - founded date).1,Number of funding rounds / (ipo - founde date).1,IPO - last learship hiring date,Numeric revenue amount / total number of employees * (IPO - founded date).1,success
Osaro,https://www.crunchbase.com/organization/osaro,Less than $1M,"Artificial Intelligence (AI), Machine Learning, Robotics, Software","2,231",Osaro is an artificial intelligence company developing products based on proprietary deep reinforcement learning technology.,Closed,2015,For Profit,,https://twitter.com/OsaroAI,16,,,https://www.linkedin.com/company/osaro,Yes,https://www.facebook.com/OsaroAI/,,,info@osaro.com,,,"San Francisco, California, United States",,"Osaro creates machine intelligence software that combine state-of-the-art perception with powerful adaptive decision-making abilities to help computer and robotic systems act efficiently and intelligently. Like many advanced machine learning technologies, Osaro's software automatically extracts information from high-dimensional, time-varying data. Osaro goes beyond merely classifying data.  The technology interacts with the environment to learn, discover, and achieve a specific goal. By making machines more adaptive, intelligent, and efficient, Osaro frees up humans to focus time, energy, and capital on higher level tasks.",,http://www.osaro.com,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",,Series C,31,Late Stage Venture,2,2021,Series C,7,,30000000,30000000,96300000,96300000,,3,,,,,,,,Private,,,2024,,500000,,,,,,,,,,,,3106451.613,16129.03226,967741.9355,,,,,"Artificial Intelligence (AI), Machine Learning, Software",Technology & Software,,Teladoc Health,,,,,,,,,,,889,,,,,,,,,,,,,,,,,,,,7501,,2,,,6,703880574,80000000,50250081,92850085,172850085,,5,,,12,,,,157000000,,,,,,816739062.7,5500000000,13,13,-1,8.798507175,14.00755103,4.072202649,7.580828537,1.9625,3.124373073,0.908301549,1.690897752,23043.60552,733235.5686,10665.24463,6153846.154,13296160.38,0.461538462,,56402.73605,Yes
Long Game,https://www.crunchbase.com/organization/long-game,$1M to $10M,"Finance, Financial Services, FinTech","2,603",Long Game is the mobile personal finance app that uses games with cash prizes to help users win the savings game.,Closed,2015,For Profit,2022,https://twitter.com/longgame,8,,,https://www.linkedin.com/company/long-game/,,https://www.facebook.com/longgamesavings,,,info@longgame.co,,,"San Francisco, California, United States",,Long Game designs fun and engaging customer experiences on top of savings products to encourage responsible financial planning. The personal finance app allows its users to play games and win cash prizes up to $1 million.,,https://www.longgame.co/,,Financial Services,,Non-equity Assistance,31,M&A,2,2021,Series A,5,,,349998,16974998,16974998,Was Acquired,4,Truist,https://www.crunchbase.com/organization/truist-financial,,Acquisition,,2022,,Private,,,,,5500000,,7,,,,,,,,,,547580.5806,177419.3548,,,,,,"Finance, Financial Services, FinTech",Financial Services & Fintech,,Amwell,,,,,,,,,,,366,,,,,,,,,,,,,,,,,,,,3001,,2,,,10,4057773516,54999501,54999501,855954111,865954111,,4,,,4,,,,742000000,,,,,,4311776340,30000000,14,14,-1,73.77836966,73.77836966,4.685899015,4.740643761,13.49103149,13.49103149,0.856858338,0.866868902,288555.1853,9996.667777,18327.05798,3928535.786,61853865.07,0.714285714,,714.0476984,Yes
Drizly,https://www.crunchbase.com/organization/drizly,$10M to $50M,"E-Commerce, Food and Beverage, Marketplace, Wine And Spirits","2,626","Drizly is an alcohol marketplace that offers a variety of beer, wine and, spirits online.",Closed,2012,For Profit,2021,http://twitter.com/drizly,278,,2,http://www.linkedin.com/company/drizly,,https://www.facebook.com/drizlypromo,,,info@drizly.com,,2,"Boston, Massachusetts, United States",,"Drizly is an alcohol marketplace that offers a variety of beer, wine and, spirits online. With the speed and convenience of on-demand delivery and shipping, Drizly partners with retailers in 235 markets to offer consumers of legal drinking age unrivaled selection and a transparent, personalized shopping experience. Backed by institutional investors, Drizly partners with retailers to bring their shelves online, helping them to reach new customers, tap into key market and customer insights, and diversify their business to grow sales. The company was founded in 2012 and is headquartered in Boston, Massachusetts.",,http://www.drizly.com,2,"Commerce and Shopping, Food and Beverage",,Series C,376,M&A,4,2020,Series C,9,,50000000,50000000,119560722,119560722,"Made Acquisitions, Was Acquired",4,Uber,https://www.crunchbase.com/organization/uber,1,Acquisition,1100000000,2021,,Private,2023,,,,30000000,,9,,,,,,,,,,317980.6436,79787.23404,132978.7234,,,,,"Wine And Spirits, Marketplace, Food and Beverage",Consumer Goods & Retail,,Invitae,,,,,,,,,,,277,,,,,,,,,,,,,,,,,,,,3001,,5,,,14,,1150000000,460000000,1185202111,2679202111,,1,,,14,,,,102000000,,,,,,,300000000,5,5,-6,,,,,0.088695652,0.22173913,0.038071036,0.086061271,892769.7804,99966.67777,383205.5981,230000000,535840422.2,2.8,,19993.33555,Yes
Shryne Group,https://www.crunchbase.com/organization/shryne-group-inc,$1M to $10M,"Cannabis, E-Commerce, Fashion, Flowers, Lifestyle, Manufacturing, Retail","2,871",Shryne Group engages in the cultivation and retail of cannabis.,Closed,2017,For Profit,2020,https://www.twitter.com/weareshryne,9,,,https://www.linkedin.com/company/weareshryne/,,https://www.facebook.com/weareshryne/,,,social@shrynegroup.com,,,"Los Angeles, California, United States",213-567-4201,"Shryne Group operates as a cannabis holding company with a vertically integrated asset and license portfolio covering the breadth of California. It has 18 open retail locations across California with five more locations under construction and plans for 40+ locations open by the end of 2022.  The company has cultivation, manufacturing, and distribution facilities in Humboldt County, Los Angeles, Oakland, and Lompoc.",,https://shrynegroup.com/,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Consumer Goods, Design, Food and Beverage, Health Care, Manufacturing",,Debt Financing,3001,M&A,1,2022,,1,,170000000,,,170000000,Was Acquired,1,STIIIZY Inc.,https://www.crunchbase.com/organization/stiizy-inc,,Merger,,2020,,Private,,,,,5500000,,3,,,,,,,,,,56647.78407,1832.722426,56647.78407,,,,,"Retail, Cannabis, Manufacturing",Technology & Software,,10X Genomics,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,3001,,2,,,7,3660000000,,,242600000,242600000,,4,,,6,,,,390000000,,,,,,3936253422,750000000,7,7,-1,,,15.08656224,15.08656224,,,1.607584501,1.607584501,80839.72009,249916.6944,,,34657142.86,1,,35702.38492,Yes
Deliverr,https://www.crunchbase.com/organization/deliverr,$10M to $50M,"Delivery, E-Commerce, Logistics, Shipping, Supply Chain Management","3,022",Deliverr is a fulfillment service that facilitates shipping services for e-commerce businesses.,Closed,2017,For Profit,2023,https://twitter.com/DeliverrInc,40,Exited Unicorn,,https://www.linkedin.com/company/deliverr-inc,,https://www.facebook.com/deliverrinc,,,info@deliverr.com,,,"San Francisco, California, United States",,"Deliverr is a startup company that provides shipping services for e-commerce businesses. It helps the online marketplace to meet shipping standards, avoiding late shipment penalties for orders. The company is driven by a mission to enable any seller, regardless of size, to delight its customers with fast and cost-effective fulfillment.  It was founded in 2017 by Michael Krakaris and Harish Abbott and is based in San Francisco, California.",,https://deliverr.com,,"Administrative Services, Commerce and Shopping, Transportation",,Series E,376,M&A,2,2021,Series E,7,,250000000,250000000,455949991,490949991,Was Acquired,6,Flexport,https://www.crunchbase.com/organization/flexport,,Acquisition,,2023,,Private,,,,,30000000,,6,,,,,,,,,,1305718.061,79787.23404,664893.617,,,,,"Shipping, E-Commerce, Supply Chain Management",Transportation & Automotive,,Accolade,,,,,,,,,,,153,,,,,,,,,,,,,,,,,,,,3001,,2,,,10,,221400000,221400000,454744444,458744444,,7,,,4,,,,,,,,,,,300000000,14,14,1,,,,,,,,,152863.86,99966.67777,73775.4082,15814285.71,32767460.29,0.714285714,,7140.476984,Yes
Apttus,https://www.crunchbase.com/organization/apttus,$500M to $1B,"CRM, Enterprise Software, Finance, Information Technology, SaaS, Software","3,085","Apttus, a SaaS application provider, renders enterprise class applications for end to end management of business functions.",Closed,2006,For Profit,2018,http://twitter.com/Apttus,229,Exited Unicorn,,http://www.linkedin.com/company/1181097,,http://www.facebook.com/ApttusCorporation,,,info@apttus.com,,,"San Mateo, California, United States",(650) 445-7700,"Apttus enterprise-class software drives the vital business process between the buyer’s interest in a purchase and the realization of revenue.  Delivered on the world’s most trusted and comprehensive cloud platform, the Salesforce Platform, Apttus’ Quote-to-Cash solutions increase sales and maximize visibility and control.  Applications include Configure-Price-Quote (CPQ), Contract Management, Renewals and Revenue Management. Additionally, Apttus’ patent pending X-Author technology enables Microsoft Office to be a user-interface with full interaction and control between Salesforce and Microsoft Office.  Apttus is based in San Mateo, California, with additional offices in London, UK and Ahmedabad, India.",,http://apttus.com/,,"Financial Services, Information Technology, Sales and Marketing, Software",,Debt Financing,3001,M&A,3,2018,Series E,6,,75000000,55000000,329000000,404000000,"Made Acquisitions, Was Acquired",5,Thoma Bravo,https://www.crunchbase.com/organization/thoma-bravo,1,Acquisition,,2018,,Private,,,,,750000000,,12,,,,,,,,,,134621.7927,249916.6944,24991.66944,,,,,"SaaS, Enterprise Software, Software",Technology & Software,,Cencora,,,,,,,,,,,343,,,,,,,,,,7,,,,2,,6,,2,,10001,,1,,,4,,500000000,,,3025000000,,,,,24,,,,,,,,,,,10000000000,-28,-28,-29,,,,,,,,,302469.753,999900.01,49995.0005,,,,,,Yes
Shipt,https://www.crunchbase.com/organization/shipt-2,$500M to $1B,"Delivery, E-Commerce, Grocery, Same Day Delivery","3,092",Shipt is a grocery delivery service that lets members order groceries and alcohol from their local store for delivery right to their door.,Closed,2014,For Profit,2017,https://www.twitter.com/Shipt,221,,,https://www.linkedin.com/company/shipt,,https://www.facebook.com/Shipttoday,,,support@shipt.com,,,"Birmingham, Alabama, United States",(205)502-2500,"Shipt is a grocery delivery service that lets members order groceries and alcohol* from their local store for delivery right to their door (in as little as one hour!). Use the Shipt app to shop full grocery inventory to create your list. Then submit your order, schedule delivery, and one of our reliable shoppers will shop your order for you! Get your groceries delivered to your home, office, or even send to a friend! Because, when you live the #ShiptLife, less time at the grocery means more time for you. Features: - Shop, pay, and schedule delivery right in the app - Schedule same-day or future delivery - Shop over 40,000 grocery items and weekly deals - Search by category and view product details - Send groceries to any address in our service area with a single membership - Submit special requests for produce and more (our friendly shoppers are experts in every aisle!) *Alcohol delivery available in select areas. Must be 21+ to order or receive alcohol.",,https://www.shipt.com,,"Administrative Services, Commerce and Shopping, Food and Beverage, Transportation",,Series B,3001,M&A,1,2017,Series B,3,,40000000,40000000,65200000,65200000,Was Acquired,1,Target,https://www.crunchbase.com/organization/target,,Acquisition,550000000,2017,,Private,2023,,2023,,750000000,,3,,,,,,,,,,21726.0913,249916.6944,13328.89037,,,,,"Delivery, Grocery, Same Day Delivery",Consumer Goods & Retail,,BridgeBio,,,,,,,,,,,168,,,,,,,,,,5,,,,2,,4,,2,,376,,3,,,13,2039999439,250000000,250000000,1124200000,3849200000,,4,,,1,,,,368000000,,,,,,2193976714,75000000,4,4,-5,8.159997756,8.159997756,0.52998011,1.814623233,1.472,1.472,0.095604281,0.327343889,10237234.04,199468.0851,664893.617,62500000,962300000,3.25,,49867.02128,Yes
Sofar Ocean,https://www.crunchbase.com/organization/sofar-ocean-technologies,$1M to $10M,"Big Data, Information Services, Information Technology, Sensor","3,313","Sofar Ocean is a build accessible ocean sensing and exploration tools for ocean enthusiasts, industry, and conservation.",Closed,2016,For Profit,,https://twitter.com/sofarocean,5,,,https://www.linkedin.com/company/sofar-ocean,Yes,,,,sales@sofarocean.com,,,"San Francisco, California, United States",+1 (650) 488-3602,"Sofar Ocean is a build accessible ocean sensing and exploration tools for ocean enthusiasts, industry, and conservation. The company was founded in 2016 and is based in San Francisco, California, United States.",,https://www.sofarocean.com,,"Data and Analytics, Hardware, Information Technology",,Venture - Series Unknown,76,,4,2023,Venture - Series Unknown,4,,4999998,4999998,51699997,51699997,,1,,,,,,,,Private,,,,,5500000,,,,,,,,,,,,680263.1184,72368.42105,65789.44737,,,,,"Sensor, Information Technology, Information Services",Technology & Software,,Guardant Health,,,,,,,,,,,262,,,,,,,,,,1,,,,1,,1,,1,,3001,,2,,,11,1587000000,90700000,90700000,890700000,1890700000,,6,,,1,,,,237500000,,,,,,1738052569,750000000,6,6,-5,17.49724366,17.49724366,0.839371661,1.781744695,2.618522602,2.618522602,0.125614852,0.266644212,630023.3256,249916.6944,30223.25891,15116666.67,315116666.7,1.833333333,,41652.78241,Yes
Onebrief,https://www.crunchbase.com/organization/onebrief,$1M to $10M,"Big Data, Computer, Military, Productivity Tools, Software","3,315","Onebrief is a visual strategy tool that helps in campaign, contingency, and crisis planning.",Closed,2019,For Profit,,,,,,https://www.linkedin.com/company/onebrief,,https://www.facebook.com/onebrief,,,hello@onebrief.com,,,"Honolulu, Hawaii, United States",(443) 902-2041,"Onebrief is a visual strategy tool that helps in campaign, contingency, and crisis planning. Through purpose-built interfaces, Onebrief lets users capture and reuse data across plans and auto-generate planning products. Onebrief makes military planning fast enough to outpace near-peer adversaries. It was founded in 2019 and is based in Honolulu, Hawaii, United States.",,https://onebrief.com,,"Consumer Electronics, Data and Analytics, Government and Military, Hardware, Information Technology, Software",,Venture - Series Unknown,31,,2,2024,Venture - Series Unknown,6,,16000509,16000509,37453815,37453815,,,,,,,,,,Private,,,,,5500000,,,,,,,,,,,,1208187.581,177419.3548,516145.4516,,,,,"Software, Productivity Tools, Military",Technology & Software,,Lunit,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,376,,6,,,11,,122877543,150000000,438197282,561074826,,5,,,1,,,,,,,,,,,5500000,9,9,-2,,,,,,,,,1492220.282,14627.65957,326801.9761,13653060.33,62341647.33,1.222222222,,1625.295508,Yes
SolarCity,https://www.crunchbase.com/organization/solarcity,$1B to $10B,"Construction, Energy, Energy Efficiency, Renewable Energy, Solar","3,496","SolarCity provides solar energy services to homeowners, businesses, government, and non-profit organizations.",Closed,2006,For Profit,2012,http://twitter.com/solarcity,"3,181",,1,http://www.linkedin.com/company/240767,,http://www.facebook.com/solarcity,,,socialmedia@solarcity.com,,2,"San Mateo, California, United States",(650)638-1028,SolarCity is the nation's 1 leading provider of solar energy systems that deliver reliable clean energy to homes and businesses. SolarCity went public on the NASDAQ exchange in 2012 with a market cap of around $600 million.,,http://www.solarcity.com,1,"Energy, Natural Resources, Real Estate, Sustainability",,Post-IPO Equity,10001,M&A,2,2016,Post-IPO Equity,18,584000000,305000000,305000000,1558500000,1760190450,"Made Acquisitions, Was Acquired",11,Tesla,https://www.crunchbase.com/organization/tesla-motors,7,Acquisition,2600000000,2016,92000000,Delisted,,,,2012,5500000000,6,6,-4,1.914754098,1.914754098,0.33178228,0.374719281,0.301639344,0.301639344,0.052267071,0.05903112,176001.4449,549945.0055,30496.9503,50833333.33,293365075,3,91657.50092,"Solar, Energy, Renewable Energy",Energy & Environmental Services,,DarioHealth,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,376,,1,,,20,46151004,22400000,22400000,205703822,255703822,,3,,,4,,,,21000000,,,,,,54470069.1,30000000,2,2,-10,2.060312679,2.060312679,0.180486172,0.22435657,0.9375,0.9375,0.082126266,0.102088526,680063.3564,79787.23404,59574.46809,11200000,127851911,10,,39893.61702,Yes
Tianyancha,https://www.crunchbase.com/organization/tianyancha,$100M to $500M,"Database, Finance, Information Technology","3,510",Tianyancha is a business data search firm.,Closed,2015,For Profit,,,22,,,,,,,,bd@tianyancha.com,,,"Haidian, Beijing, China",(400)871-6266,"Tianyancha is a large data technology service company with a vast repository of Chinese enterprise information. Using big data and deep learning Tianyancha sources their data from more than 2000 indexes and more than 10,000 data models. Verticals include: commercial banks, government decision-making, law firms, Internet finance, micro-loans, guarantees, Securities and other areas of large data solutions.",,http://www.tianyancha.com/,,"Data and Analytics, Financial Services, Information Technology, Software",,Series A,751,Early Stage Venture,1,2017,Series A,2,,18886290,18886290,18886290,18886290,,1,,,,,,,,Private,,,,,300000000,,,,,,,,,,,,25148.18908,399467.3768,25148.18908,,,,,"Database, Finance, Information Technology",Financial Services & Fintech,,Sharecare,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,3001,,2,,,14,,425000000,425000000,790000000,850000000,,8,,,18,,,,,,,,,,,300000000,11,11,0,,,,,,,,,283238.9204,99966.67777,141619.4602,38636363.64,77272727.27,1.272727273,,9087.879798,Yes
Fate Therapeutics,https://www.crunchbase.com/organization/fate-therapeutics,$50M to $100M,"Biotechnology, Health Care, Therapeutics","3,635",Fate Therapeutics is a stem cell and developmental biology research company using biological mechanisms to develop stem cell therapeutics.,Closed,2007,For Profit,2013,https://twitter.com/fatethx,93,,,https://www.linkedin.com/company/fate-therapeutics-inc/,,https://www.facebook.com/pages/Fate-Therapeutics/148869618488930,,,info@fatetherapeutics.com,,,"La Jolla, California, United States",8588751802,"Fate Therapeutics is using the fundamental biological mechanisms that guide cell fate to develop stem cell therapeutics. The company has brought together the foremost scientists from the nation's research hotbeds (Boston, San Francisco, San Diego, and Seattle) who have demonstrated the potential to create and modulate stem cells to restore health.  The backstory is that while others were working towards therapies based on transplanting stem cell-derived cells into patients, Randall Moon (HHMI and the University of Washington) and Alex Rives (Arch Venture Capitol) envisioned a different approach to develop regenerative therapies. The concept, based on data from hematopoietic progenitor cells, was that one could modulate the properties of stem cells in vivo using small molecules or biologics. They presented this idea to Arch Venture Capitol in Seattle, which launched the company, soon to be joined by other investors.",,http://www.fatetherapeutics.com,,"Biotechnology, Health Care, Science and Engineering",,Post-IPO Equity,751,IPO,8,2024,Post-IPO Equity,17,,100000000,100000000,1315928348,1340928348,Made Acquisitions,3,,,1,,,,40000000,Public,2023,,2022,2013,75000000,6,6,-11,,,,,0.4,0.4,0.02983008,0.030396792,1785523.766,99866.84421,133155.7923,16666666.67,223488058,2.833333333,16644.47403,"Biotechnology, Health Care, Therapeutics",Healthcare & Biotechnology,,Sana Biotechnology,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,376,,6,,,4,6380000000,165000000,165000000,865000000,865000000,,,,,1,,,,587500000,,,,,,6691456903,,3,3,-3,38.66666667,38.66666667,7.375722543,7.375722543,3.560606061,3.560606061,0.679190751,0.679190751,2300531.915,,438829.7872,55000000,288333333.3,1.333333333,,,Yes
Quid,https://www.crunchbase.com/organization/quid,$10M to $50M,"Analytics, Artificial Intelligence (AI), Big Data, Data Visualization, Machine Learning, Natural Language Processing, SaaS, Software, Text Analytics","3,636","Quid powers human intuition with machine intelligence, enabling organizations to make decisions that matter.",Closed,2004,For Profit,2020,http://twitter.com/quid,127,,,http://www.linkedin.com/companies/quid_2,,http://www.facebook.com/Quid.Inc,,,hi@quid.com,,,"San Francisco, California, United States",(415)971-1698,"Quid is a platform that searches, analyzes and visualizes the world’s collective intelligence to help answer strategic questions. It draws connections between big ideas, giving your brain more power than you ever dreamed possible. Quid software technology specializes in the analysis of text-based data. The product utilizes implicit network analysis and graph theory to create advanced interactive visualizations. Quid proprietary algorithms employ artificial intelligence and Natural Language Processing to quickly find insights across millions of data points. The company’s goal is to allow non-technical users in enterprise organizations to independently access the world’s high-value information for unique and shareable insights. Quid users have access to proprietary data sets (e.g. news articles, blog posts, company profiles, and patents) and can also bring their own data. On January 28, 2020, Quid merged with the social media analytics company, Netbase Solutions. The combined company joined forces under a collective name, Netbase Quid.",,https://quid.com,,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software",,Series E,176,M&A,2,2018,Series E,6,,37500000,37500000,104660000,108160000,Was Acquired,2,Netbase Quid,https://www.crunchbase.com/organization/netbase-quid,,Merger,,2020,,Private,,,,,30000000,,16,,,,,,,,,,614545.4545,170454.5455,213068.1818,,,,,"Machine Learning, Artificial Intelligence (AI), Text Analytics",Technology & Software,,SOPHiA GENETICS,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,376,,3,,,8,,15000000,110000000,250041826,265152150,,7,,,1,,,,,,,,,,,75000000,12,12,-1,,,,,,,,,705191.8883,199468.0851,39893.61702,1250000,22096012.5,0.666666667,,16622.34043,Yes
Zebra Medical Vision,https://www.crunchbase.com/organization/zebra-medical-vision,$1M to $10M,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical","3,637",Zebra Medical Vision is a medical imaging and analytics platform.,Closed,2014,For Profit,2021,http://twitter.com/ZebraMedVision,47,,,https://www.linkedin.com/company/zebra-medical-vision-ltd?trk=company_logo,,http://www.facebook.com/zebramedicalvision,,,info@zebra-med.com,,,"Shefayim, HaMerkaz, Israel",+972 9 882 7795,"Zebra Medical Vision’s imaging analytics platform allows healthcare institutions to identify patients at risk of disease and offer improved preventative treatment pathways to advance patient care. The company is funded by Khosla Ventures, Marc Benioff, Intermountain Investment Fund, OurCrowd Qure, Aurum, aMoon, Nvidia, J&J, and Dolby Ventures. Zebra Medical Vision has raised $52 million in funding to date and was named a Fast Company Top-5 AI and Machine Learning company. Zebra-Med leads the way in AI FDA cleared products, and is installed in hospitals globally, from Australia to India, Europe to the U.S, and the LATAM region.",,http://www.zebra-med.com,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,Venture - Series Unknown,31,M&A,2,2020,Venture - Series Unknown,8,,,,57430519,57430519,Was Acquired,5,Nanox Imaging,https://www.crunchbase.com/organization/nanox-imaging,,Acquisition,200000000,2021,,Private,,,2020,,5500000,,7,,,,,,,,,,1852597.387,177419.3548,,,,,,"Medical, Machine Learning, Health Diagnostics",Healthcare & Biotechnology,,Genius Sports,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,3001,,2,,,3,,,330000000,345147292,345147292,,,,,4,,,,,,,,,,,300000000,21,21,-2,,,,,,,,,115010.7604,99966.67777,,,16435585.33,0.142857143,,4760.317989,Yes
